SiteId,SiteName,SiteType,SiteLevel,Suburbs,LGA,Postcodes,Status,StatusText,OrgName,OrgURL,LastTestDate,AreaSizeKM,estPopulation,estPopulationSource,centroidLat,centroidLong,SampleCollectionDateStart,SampleCollectionDateEnd,SampleResult,QuantitativeResult,QuantitativeResultLevel,TrendResult,TrendResultLevel
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,05/04/2022 06:00,06/04/2022 06:00,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,11/04/2022 07:00,12/04/2022 07:00,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,19/04/2022 07:00,20/04/2022 07:00,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,26/04/2022 07:30,27/04/2022 07:30,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,03/05/2022 05:45,04/05/2022 05:45,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,10/05/2022 07:30,11/05/2022 07:30,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,17/05/2022 07:00,18/05/2022 07:00,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,24/05/2022 07:00,25/05/2022 07:00,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,31/05/2022 07:00,01/06/2022 07:00,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,07/06/2022 07:00,08/06/2022 07:00,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,14/06/2022 07:30,16/06/2022 07:30,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,16/06/2022 07:30,20/06/2022 07:30,Detected,Very strong detection,400,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,20/06/2022 07:00,23/06/2022 07:00,Detected,Strong detection,300,N/A,0
ATP-RAW,Altona,Metro,3," Altona (Vic.), Altona Meadows, Hoppers Crossing, Laverton (Vic.), Point Cook, Seabrook, Seaholme, Williams Landing"," Hobsons Bay (C), Wyndham (C)"," 3018, 3027, 3028, 3029, 3030",200,Detection reported in the last seven days,Greater Western Water,https://www.gww.com.au/,27/06/2022 07:00,46.8393403,52838,ABS 2016 Census,-37.874383,144.7801139,23/06/2022 07:00,27/06/2022 07:00,Detected,Strong detection,300,N/A,0
BSTP,Ballarat South,Rural,2," Alfredton, Bakery Hill, Ballarat Central, Ballarat East, Ballarat North, Black Hill (Vic.), Bonshaw (Vic.), Brown Hill (Vic.), Buninyong, Canadian, Cardigan, Delacombe, Eureka (Vic.), Golden Point (Ballarat - Vic.), Invermay Park, Lake Gardens, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant (Vic.), Nerrina, Newington (Vic.), Redan, Sebastopol (Vic.), Smythes Creek, Soldiers Hill (Vic.), Warrenheip, Wendouree",Ballarat (C)," 3350, 3351, 3352, 3355, 3356, 3357",200,Detection reported in the last seven days,Central Highlands Water,https://www.chw.net.au/,24/06/2022 08:15,112.4174036,76287,ABS 2016 Census,-37.5716581,143.846148,11/04/2022 08:00,12/04/2022 08:00,Detected,Very strong detection,400,N/A,0
BSTP,Ballarat South,Rural,2," Alfredton, Bakery Hill, Ballarat Central, Ballarat East, Ballarat North, Black Hill (Vic.), Bonshaw (Vic.), Brown Hill (Vic.), Buninyong, Canadian, Cardigan, Delacombe, Eureka (Vic.), Golden Point (Ballarat - Vic.), Invermay Park, Lake Gardens, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant (Vic.), Nerrina, Newington (Vic.), Redan, Sebastopol (Vic.), Smythes Creek, Soldiers Hill (Vic.), Warrenheip, Wendouree",Ballarat (C)," 3350, 3351, 3352, 3355, 3356, 3357",200,Detection reported in the last seven days,Central Highlands Water,https://www.chw.net.au/,24/06/2022 08:15,112.4174036,76287,ABS 2016 Census,-37.5716581,143.846148,26/04/2022 14:30,26/04/2022 14:30,Detected,Very strong detection,400,N/A,0
BSTP,Ballarat South,Rural,2," Alfredton, Bakery Hill, Ballarat Central, Ballarat East, Ballarat North, Black Hill (Vic.), Bonshaw (Vic.), Brown Hill (Vic.), Buninyong, Canadian, Cardigan, Delacombe, Eureka (Vic.), Golden Point (Ballarat - Vic.), Invermay Park, Lake Gardens, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant (Vic.), Nerrina, Newington (Vic.), Redan, Sebastopol (Vic.), Smythes Creek, Soldiers Hill (Vic.), Warrenheip, Wendouree",Ballarat (C)," 3350, 3351, 3352, 3355, 3356, 3357",200,Detection reported in the last seven days,Central Highlands Water,https://www.chw.net.au/,24/06/2022 08:15,112.4174036,76287,ABS 2016 Census,-37.5716581,143.846148,26/04/2022 13:40,28/04/2022 13:40,Detected,Very strong detection,400,N/A,0
BSTP,Ballarat South,Rural,2," Alfredton, Bakery Hill, Ballarat Central, Ballarat East, Ballarat North, Black Hill (Vic.), Bonshaw (Vic.), Brown Hill (Vic.), Buninyong, Canadian, Cardigan, Delacombe, Eureka (Vic.), Golden Point (Ballarat - Vic.), Invermay Park, Lake Gardens, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant (Vic.), Nerrina, Newington (Vic.), Redan, Sebastopol (Vic.), Smythes Creek, Soldiers Hill (Vic.), Warrenheip, Wendouree",Ballarat (C)," 3350, 3351, 3352, 3355, 3356, 3357",200,Detection reported in the last seven days,Central Highlands Water,https://www.chw.net.au/,24/06/2022 08:15,112.4174036,76287,ABS 2016 Census,-37.5716581,143.846148,02/05/2022 09:10,03/05/2022 09:10,Detected,Very strong detection,400,N/A,0
BSTP,Ballarat South,Rural,2," Alfredton, Bakery Hill, Ballarat Central, Ballarat East, Ballarat North, Black Hill (Vic.), Bonshaw (Vic.), Brown Hill (Vic.), Buninyong, Canadian, Cardigan, Delacombe, Eureka (Vic.), Golden Point (Ballarat - Vic.), Invermay Park, Lake Gardens, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant (Vic.), Nerrina, Newington (Vic.), Redan, Sebastopol (Vic.), Smythes Creek, Soldiers Hill (Vic.), Warrenheip, Wendouree",Ballarat (C)," 3350, 3351, 3352, 3355, 3356, 3357",200,Detection reported in the last seven days,Central Highlands Water,https://www.chw.net.au/,24/06/2022 08:15,112.4174036,76287,ABS 2016 Census,-37.5716581,143.846148,09/05/2022 09:00,10/05/2022 09:00,Detected,Very strong detection,400,N/A,0
BSTP,Ballarat South,Rural,2," Alfredton, Bakery Hill, Ballarat Central, Ballarat East, Ballarat North, Black Hill (Vic.), Bonshaw (Vic.), Brown Hill (Vic.), Buninyong, Canadian, Cardigan, Delacombe, Eureka (Vic.), Golden Point (Ballarat - Vic.), Invermay Park, Lake Gardens, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant (Vic.), Nerrina, Newington (Vic.), Redan, Sebastopol (Vic.), Smythes Creek, Soldiers Hill (Vic.), Warrenheip, Wendouree",Ballarat (C)," 3350, 3351, 3352, 3355, 3356, 3357",200,Detection reported in the last seven days,Central Highlands Water,https://www.chw.net.au/,24/06/2022 08:15,112.4174036,76287,ABS 2016 Census,-37.5716581,143.846148,11/05/2022 13:40,12/05/2022 13:40,Detected,Very strong detection,400,N/A,0
BSTP,Ballarat South,Rural,2," Alfredton, Bakery Hill, Ballarat Central, Ballarat East, Ballarat North, Black Hill (Vic.), Bonshaw (Vic.), Brown Hill (Vic.), Buninyong, Canadian, Cardigan, Delacombe, Eureka (Vic.), Golden Point (Ballarat - Vic.), Invermay Park, Lake Gardens, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant (Vic.), Nerrina, Newington (Vic.), Redan, Sebastopol (Vic.), Smythes Creek, Soldiers Hill (Vic.), Warrenheip, Wendouree",Ballarat (C)," 3350, 3351, 3352, 3355, 3356, 3357",200,Detection reported in the last seven days,Central Highlands Water,https://www.chw.net.au/,24/06/2022 08:15,112.4174036,76287,ABS 2016 Census,-37.5716581,143.846148,31/05/2022 10:00,02/06/2022 10:00,Detected,Very strong detection,400,N/A,0
BSTP,Ballarat South,Rural,2," Alfredton, Bakery Hill, Ballarat Central, Ballarat East, Ballarat North, Black Hill (Vic.), Bonshaw (Vic.), Brown Hill (Vic.), Buninyong, Canadian, Cardigan, Delacombe, Eureka (Vic.), Golden Point (Ballarat - Vic.), Invermay Park, Lake Gardens, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant (Vic.), Nerrina, Newington (Vic.), Redan, Sebastopol (Vic.), Smythes Creek, Soldiers Hill (Vic.), Warrenheip, Wendouree",Ballarat (C)," 3350, 3351, 3352, 3355, 3356, 3357",200,Detection reported in the last seven days,Central Highlands Water,https://www.chw.net.au/,24/06/2022 08:15,112.4174036,76287,ABS 2016 Census,-37.5716581,143.846148,07/06/2022 09:00,08/06/2022 09:00,Detected,Very strong detection,400,N/A,0
BSTP,Ballarat South,Rural,2," Alfredton, Bakery Hill, Ballarat Central, Ballarat East, Ballarat North, Black Hill (Vic.), Bonshaw (Vic.), Brown Hill (Vic.), Buninyong, Canadian, Cardigan, Delacombe, Eureka (Vic.), Golden Point (Ballarat - Vic.), Invermay Park, Lake Gardens, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant (Vic.), Nerrina, Newington (Vic.), Redan, Sebastopol (Vic.), Smythes Creek, Soldiers Hill (Vic.), Warrenheip, Wendouree",Ballarat (C)," 3350, 3351, 3352, 3355, 3356, 3357",200,Detection reported in the last seven days,Central Highlands Water,https://www.chw.net.au/,24/06/2022 08:15,112.4174036,76287,ABS 2016 Census,-37.5716581,143.846148,15/06/2022 12:00,16/06/2022 12:00,Detected,Very strong detection,400,N/A,0
BSTP,Ballarat South,Rural,2," Alfredton, Bakery Hill, Ballarat Central, Ballarat East, Ballarat North, Black Hill (Vic.), Bonshaw (Vic.), Brown Hill (Vic.), Buninyong, Canadian, Cardigan, Delacombe, Eureka (Vic.), Golden Point (Ballarat - Vic.), Invermay Park, Lake Gardens, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant (Vic.), Nerrina, Newington (Vic.), Redan, Sebastopol (Vic.), Smythes Creek, Soldiers Hill (Vic.), Warrenheip, Wendouree",Ballarat (C)," 3350, 3351, 3352, 3355, 3356, 3357",200,Detection reported in the last seven days,Central Highlands Water,https://www.chw.net.au/,24/06/2022 08:15,112.4174036,76287,ABS 2016 Census,-37.5716581,143.846148,20/06/2022 08:00,24/06/2022 08:00,Detected,Strong detection,300,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,31/03/2022 11:00,04/04/2022 11:00,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,04/04/2022 11:30,07/04/2022 11:30,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,07/04/2022 11:00,11/04/2022 11:00,Detected,Strong detection,300,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,11/04/2022 11:00,14/04/2022 11:00,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,14/04/2022 11:00,19/04/2022 11:00,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,19/04/2022 11:00,21/04/2022 11:00,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,21/04/2022 12:00,26/04/2022 12:00,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,26/04/2022 10:45,28/04/2022 10:45,Detected,Strong detection,300,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,28/04/2022 10:30,02/05/2022 10:30,Detected,Strong detection,300,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,02/05/2022 10:30,05/05/2022 10:30,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,05/05/2022 10:30,09/05/2022 10:30,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,09/05/2022 10:30,12/05/2022 10:30,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,12/05/2022 10:30,19/05/2022 10:30,Detected,Strong detection,300,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,19/05/2022 10:30,23/05/2022 10:30,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,23/05/2022 10:15,26/05/2022 10:15,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,26/05/2022 10:15,30/05/2022 10:15,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,30/05/2022 10:15,02/06/2022 10:15,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,02/06/2022 10:00,06/06/2022 10:00,Detected,Very strong detection,400,N/A,0
BWSP030,Fernleigh Street Pump Station,Rural,3," Anakie, Bell Park, Bell Post Hill, Corio, Drumcondra, Fyansford, Geelong, Geelong West, Hamlyn Heights, Herne Hill (Vic.), Lara, Lovely Banks, Manifold Heights, Newtown (Greater Geelong - Vic.), Norlane, North Geelong, North Shore (Vic.), Rippleside, South Geelong",Greater Geelong (C)," 3212, 3213, 3214, 3215, 3218, 3220",200,Detection reported in the last seven days,Barwon Water,https://www.barwonwater.vic.gov.au/,27/06/2022 10:00,96.03035468,72631,ABS 2016 Census,-38.07981849,144.3612914,06/06/2022 10:30,09/06/2022 10:30,Detected,Very strong detection,400,N/A,0
